,id,timestamp,sense_hum,sense_temp,open_hum,open_temp,pressure,water_temp
59,54,2024-02-21 13:52:54,41.4,21.9,54.0,14.06,1026.0,23.0
60,55,2024-02-21 13:58:03,41.4,21.9,53.0,14.25,1026.0,23.0
61,56,2024-02-21 14:03:11,41.5,21.9,53.0,14.06,1026.0,23.0
62,57,2024-02-21 14:08:18,41.5,21.9,55.0,13.94,1026.0,23.0
63,58,2024-02-21 14:13:25,41.5,21.9,55.0,13.99,1026.0,23.0
64,59,2024-02-21 14:24:06,41.5,21.9,55.0,13.99,1026.0,23.0
65,60,2024-02-21 14:29:13,41.6,21.9,54.0,14.3,1026.0,23.0
66,61,2024-02-21 14:34:19,42.2,21.9,54.0,14.16,1025.0,23.0
67,62,2024-02-21 14:39:26,41.8,21.9,54.0,14.35,1025.0,23.0
68,63,2024-02-21 14:44:34,41.8,21.9,54.0,14.35,1025.0,23.0
69,64,2024-02-21 14:49:40,41.7,21.9,54.0,14.45,1025.0,23.0
70,64,2024-02-21 14:49:40,41.7,21.9,54.0,14.45,1025.0,22.0
71,65,2024-02-21 14:54:47,41.8,21.9,54.0,14.45,1025.0,23.0
72,66,2024-02-21 15:00:00,41.7,21.9,54.0,14.47,1025.0,23.0
73,66,2024-02-21 15:00:00,41.7,21.9,54.0,14.47,1025.0,22.0
74,67,2024-02-21 15:05:06,41.8,21.9,54.0,14.47,1025.0,23.0
75,68,2024-02-21 15:10:13,41.8,22.0,54.0,14.51,1025.0,23.0
76,69,2024-02-21 15:15:19,41.9,22.0,54.0,14.51,1025.0,22.0
77,69,2024-02-21 15:15:19,41.9,22.0,54.0,14.51,1025.0,23.0
78,70,2024-02-21 15:20:25,42.2,22.0,55.0,14.6,1025.0,22.0
79,70,2024-02-21 15:20:25,42.2,22.0,55.0,14.6,1025.0,23.0
80,71,2024-02-21 15:25:32,41.9,21.9,55.0,14.46,1025.0,22.0
81,71,2024-02-21 15:25:32,41.9,21.9,55.0,14.46,1025.0,23.0
82,72,2024-02-21 15:30:51,41.9,21.9,55.0,14.48,1024.0,22.0
83,73,2024-02-21 15:35:58,42.0,21.9,55.0,14.57,1024.0,22.0
84,74,2024-02-21 15:41:06,42.0,21.9,55.0,14.57,1024.0,22.0
85,75,2024-02-21 15:46:31,42.0,21.9,55.0,14.57,1024.0,22.0
86,76,2024-02-21 15:51:38,42.2,21.9,55.0,14.66,1024.0,22.0
87,77,2024-02-21 15:56:45,42.3,21.9,55.0,14.66,1024.0,22.0
88,78,2024-02-21 16:01:51,42.4,21.9,55.0,14.65,1025.0,22.0
89,79,2024-02-21 16:07:16,42.5,21.9,55.0,14.87,1024.0,22.0
90,80,2024-02-21 16:12:30,42.6,21.9,55.0,14.87,1024.0,22.0
91,81,2024-02-21 16:17:36,42.7,21.9,56.0,15.04,1024.0,22.0
92,82,2024-02-21 16:22:42,42.7,21.9,56.0,14.97,1023.0,22.0
93,83,2024-02-21 16:27:49,42.7,21.9,57.0,15.0,1023.0,22.0
94,84,2024-02-21 16:32:55,42.7,21.9,57.0,15.08,1023.0,22.0
95,85,2024-02-21 16:38:02,42.7,21.9,57.0,15.08,1023.0,22.0
96,86,2024-02-21 16:43:08,42.7,21.9,57.0,14.99,1023.0,22.0
97,87,2024-02-21 16:48:15,42.7,21.9,57.0,14.99,1023.0,22.0
98,88,2024-02-21 16:53:27,42.7,21.8,57.0,14.9,1023.0,22.0
99,89,2024-02-21 16:58:35,42.7,21.9,57.0,14.9,1023.0,22.0
100,90,2024-02-21 17:03:43,42.7,21.8,58.0,14.88,1023.0,22.0
101,91,2024-02-21 17:09:01,42.7,21.8,58.0,14.87,1023.0,22.0
102,92,2024-02-21 17:14:08,42.8,21.9,58.0,14.87,1023.0,22.0
103,93,2024-02-21 17:19:14,42.7,21.8,58.0,14.7,1023.0,22.0
104,94,2024-02-21 17:24:21,42.8,21.8,58.0,14.69,1023.0,22.0
105,95,2024-02-21 17:29:28,42.8,21.8,59.0,14.69,1023.0,22.0
106,96,2024-02-21 17:34:35,42.8,21.8,59.0,14.69,1023.0,22.0
107,97,2024-02-21 17:39:56,42.9,21.8,59.0,14.62,1023.0,22.0
108,98,2024-02-21 17:45:03,42.9,21.8,59.0,14.62,1023.0,22.0
109,99,2024-02-21 17:50:10,42.9,21.8,60.0,14.6,1023.0,22.0
110,100,2024-02-21 17:55:16,43.0,21.8,60.0,14.66,1023.0,22.0
111,101,2024-02-21 18:00:22,43.0,21.7,62.0,14.37,1023.0,22.0
112,102,2024-02-21 18:05:29,43.0,21.7,62.0,14.31,1023.0,22.0
113,103,2024-02-21 18:10:35,43.0,21.7,62.0,14.31,1023.0,22.0
114,104,2024-02-21 18:15:42,43.0,21.7,63.0,14.17,1023.0,22.0
115,105,2024-02-21 18:20:48,43.1,21.7,63.0,14.17,1023.0,22.0
116,106,2024-02-21 18:25:54,43.0,21.7,64.0,14.1,1023.0,22.0
117,107,2024-02-21 18:31:01,43.1,21.7,64.0,14.1,1023.0,22.0
118,108,2024-02-21 18:36:07,43.1,21.7,64.0,14.02,1023.0,22.0
119,109,2024-02-21 18:41:14,43.0,21.6,64.0,13.92,1023.0,22.0
120,110,2024-02-21 18:46:21,43.1,21.6,65.0,13.82,1023.0,22.0
121,111,2024-02-21 18:51:27,43.1,21.6,65.0,13.82,1023.0,22.0
122,112,2024-02-21 18:56:34,43.1,21.6,65.0,13.73,1023.0,22.0
123,113,2024-02-21 19:01:41,43.1,21.6,65.0,13.73,1023.0,22.0
124,114,2024-02-21 19:06:47,43.2,21.6,65.0,13.54,1024.0,22.0
125,115,2024-02-21 19:11:54,43.1,21.6,65.0,13.54,1024.0,22.0
126,116,2024-02-21 19:17:00,43.1,21.6,66.0,13.42,1023.0,23.0
127,117,2024-02-21 19:22:07,43.2,21.6,66.0,13.42,1023.0,26.0
128,118,2024-02-21 19:27:14,43.2,21.6,67.0,13.37,1023.0,27.0
129,119,2024-02-21 19:32:20,43.2,21.5,67.0,13.31,1023.0,28.0
130,119,2024-02-21 19:32:20,43.2,21.5,67.0,13.31,1023.0,27.0
131,120,2024-02-21 19:37:26,43.2,21.6,67.0,13.37,1023.0,28.0
132,121,2024-02-21 19:42:33,43.2,21.5,67.0,13.31,1023.0,29.0
133,122,2024-02-21 19:47:39,43.3,21.5,68.0,13.08,1023.0,29.0
134,123,2024-02-21 19:52:46,43.3,21.5,68.0,13.08,1023.0,29.0
135,124,2024-02-21 19:57:52,43.3,21.5,68.0,13.06,1023.0,28.0
136,125,2024-02-21 20:02:58,43.3,21.5,68.0,13.06,1023.0,27.0
137,126,2024-02-21 20:08:05,43.3,21.5,68.0,13.06,1023.0,28.0
138,126,2024-02-21 20:08:05,43.3,21.5,68.0,13.06,1023.0,27.0
139,127,2024-02-21 20:13:11,43.3,21.5,69.0,13.07,1023.0,28.0
140,128,2024-02-21 20:18:17,43.3,21.4,69.0,12.99,1023.0,29.0
141,129,2024-02-21 20:23:24,43.3,21.4,69.0,12.75,1023.0,29.0
142,130,2024-02-21 20:28:30,43.3,21.4,69.0,12.75,1023.0,30.0
143,131,2024-02-21 20:33:37,43.3,21.4,70.0,12.62,1023.0,30.0
144,132,2024-02-21 20:38:43,43.3,21.4,70.0,12.62,1023.0,30.0
145,133,2024-02-21 20:43:49,43.3,21.4,70.0,12.55,1023.0,30.0
146,134,2024-02-21 20:48:56,43.3,21.4,70.0,12.55,1023.0,30.0
147,135,2024-02-21 20:54:02,43.4,21.4,70.0,12.42,1023.0,29.0
148,136,2024-02-21 20:59:09,43.4,21.4,70.0,12.42,1023.0,30.0
149,136,2024-02-21 20:59:09,43.4,21.4,70.0,12.42,1023.0,29.0
150,137,2024-02-21 21:04:16,43.4,21.3,70.0,12.42,1023.0,29.5
151,138,2024-02-21 21:09:22,43.4,21.4,70.0,12.31,1023.0,29.5
152,139,2024-02-21 21:14:29,43.4,21.3,70.0,12.31,1023.0,30.0
153,139,2024-02-21 21:14:29,43.4,21.3,70.0,12.31,1023.0,31.0
154,140,2024-02-21 21:19:35,43.4,21.3,70.0,12.31,1023.0,31.0
155,141,2024-02-21 21:24:41,43.4,21.3,71.0,12.41,1023.0,31.0
156,142,2024-02-21 21:29:48,43.4,21.3,71.0,12.35,1023.0,31.0
157,143,2024-02-21 21:34:55,43.5,21.3,71.0,12.28,1023.0,31.0
158,144,2024-02-21 21:40:01,43.5,21.3,71.0,12.22,1023.0,31.0
159,145,2024-02-21 21:45:07,43.5,21.2,71.0,12.1,1023.0,31.0
160,146,2024-02-21 21:50:14,43.5,21.2,71.0,12.1,1023.0,32.0
161,147,2024-02-21 21:55:20,43.5,21.2,71.0,12.1,1023.0,32.0
162,148,2024-02-21 22:00:27,43.5,21.2,74.0,11.78,1023.0,32.0
163,149,2024-02-21 22:05:33,43.5,21.2,74.0,11.78,1023.0,32.0
164,150,2024-02-21 22:10:40,43.6,21.2,75.0,11.65,1023.0,32.0
165,151,2024-02-21 22:15:46,43.6,21.2,75.0,11.65,1023.0,32.0
166,152,2024-02-21 22:20:53,43.6,21.2,75.0,11.71,1023.0,32.0
167,153,2024-02-21 22:25:59,43.6,21.2,76.0,11.43,1022.0,32.0
168,154,2024-02-21 22:31:06,43.6,21.2,76.0,11.49,1022.0,32.0
169,155,2024-02-21 22:36:12,43.6,21.2,76.0,11.49,1022.0,32.0
170,156,2024-02-21 22:41:18,43.6,21.2,76.0,11.35,1022.0,32.0
171,157,2024-02-21 22:46:25,43.7,21.2,76.0,11.47,1022.0,32.0
172,158,2024-02-21 22:51:31,43.6,21.2,76.0,11.47,1022.0,32.0
173,159,2024-02-21 23:02:18,43.7,21.2,76.0,11.54,1023.0,32.0
174,160,2024-02-21 23:07:25,43.7,21.2,77.0,11.44,1023.0,32.0
175,161,2024-02-21 23:12:32,43.8,21.1,77.0,11.44,1023.0,32.0
176,162,2024-02-21 23:17:42,43.8,21.2,77.0,11.37,1023.0,32.0
177,163,2024-02-21 23:23:01,43.8,21.1,77.0,11.3,1023.0,32.0
178,164,2024-02-21 23:28:19,43.9,21.1,77.0,11.28,1023.0,32.0
179,165,2024-02-21 23:33:26,43.9,21.1,77.0,11.37,1023.0,32.0
180,166,2024-02-21 23:38:32,43.9,21.1,77.0,11.2,1022.0,32.0
181,167,2024-02-21 23:43:39,43.9,21.1,77.0,11.2,1022.0,32.0
182,168,2024-02-21 23:48:45,43.9,21.1,77.0,11.18,1023.0,31.5
183,169,2024-02-21 23:53:52,44.0,21.1,77.0,11.17,1022.0,31.5
184,170,2024-02-21 23:58:59,44.0,21.1,77.0,11.17,1022.0,31.5
185,171,2024-02-22 00:04:05,44.0,21.0,77.0,11.06,1022.0,31.5
186,172,2024-02-22 00:09:15,44.0,21.0,78.0,11.12,1022.0,31.5
187,173,2024-02-22 00:14:31,44.0,21.1,78.0,11.04,1022.0,31.5
188,174,2024-02-22 00:25:15,44.0,21.1,79.0,10.89,1022.0,31.5
189,175,2024-02-22 00:35:56,44.1,21.0,79.0,10.82,1022.0,31.5
190,176,2024-02-22 00:41:21,44.1,21.0,79.0,10.82,1022.0,31.0
191,177,2024-02-22 00:46:27,44.1,21.0,79.0,10.84,1022.0,30.5
192,178,2024-02-22 00:51:34,44.1,21.0,79.0,10.84,1022.0,30.5
193,179,2024-02-22 00:56:40,44.2,21.0,79.0,10.84,1022.0,30.0
194,180,2024-02-22 01:02:01,44.2,21.0,79.0,10.91,1022.0,31.0
195,181,2024-02-22 01:07:17,44.2,21.1,80.0,10.92,1022.0,31.0
196,182,2024-02-22 01:12:25,44.2,21.0,80.0,10.92,1022.0,32.0
197,183,2024-02-22 01:17:43,44.2,21.1,80.0,10.88,1022.0,32.0
198,184,2024-02-22 01:22:51,44.2,21.0,79.0,10.84,1021.0,32.0
199,185,2024-02-22 01:28:07,44.2,21.0,79.0,10.84,1021.0,32.0
200,186,2024-02-22 01:33:13,44.2,21.0,80.0,10.84,1021.0,32.0
201,187,2024-02-22 01:38:28,44.2,21.0,80.0,10.84,1021.0,32.0
202,188,2024-02-22 01:43:35,44.2,21.1,80.0,10.84,1021.0,32.0
203,189,2024-02-22 01:48:41,44.2,21.1,80.0,10.84,1021.0,32.0
204,190,2024-02-22 01:53:47,44.2,21.1,80.0,10.89,1021.0,32.0
205,191,2024-02-22 01:59:03,44.2,21.1,80.0,10.86,1021.0,32.0
206,192,2024-02-22 02:04:09,44.2,21.1,80.0,10.86,1021.0,32.0
207,193,2024-02-22 02:09:17,44.2,21.1,80.0,10.86,1021.0,32.0
208,194,2024-02-22 02:20:16,44.2,21.2,80.0,10.86,1021.0,32.0
209,195,2024-02-22 02:25:23,44.2,21.2,80.0,10.79,1020.0,32.0
210,196,2024-02-22 02:41:45,44.2,21.2,80.0,10.78,1020.0,32.0
211,197,2024-02-22 02:46:51,44.2,21.3,81.0,10.88,1021.0,32.0
212,198,2024-02-22 02:52:05,44.2,21.3,80.0,10.78,1020.0,31.0
213,199,2024-02-22 03:02:50,44.2,21.3,81.0,10.74,1021.0,30.0
214,200,2024-02-22 03:13:50,44.2,21.3,81.0,10.74,1021.0,28.0
215,201,2024-02-22 03:19:03,44.1,21.4,81.0,10.55,1021.0,28.0
216,202,2024-02-22 03:24:09,44.1,21.4,81.0,10.55,1021.0,28.0
217,203,2024-02-22 03:29:16,44.1,21.4,81.0,10.61,1021.0,27.0
218,203,2024-02-22 03:29:16,44.1,21.4,81.0,10.61,1021.0,28.0
219,204,2024-02-22 03:34:23,44.1,21.4,81.0,10.45,1021.0,27.0
220,205,2024-02-22 03:39:35,44.1,21.4,81.0,10.45,1021.0,27.0
221,206,2024-02-22 03:44:41,44.1,21.5,81.0,10.52,1020.0,26.0
222,207,2024-02-22 03:49:48,44.0,21.4,82.0,10.31,1020.0,26.0
223,208,2024-02-22 03:55:00,44.1,21.5,82.0,10.31,1020.0,26.0
224,209,2024-02-22 04:00:16,44.1,21.5,83.0,10.31,1020.0,26.0
225,210,2024-02-22 04:05:40,44.1,21.5,83.0,10.31,1020.0,26.0
226,211,2024-02-22 04:16:25,44.1,21.5,83.0,10.47,1019.0,25.0
227,212,2024-02-22 04:21:31,44.1,21.5,83.0,10.54,1018.0,25.0
228,213,2024-02-22 04:26:38,44.1,21.5,83.0,10.46,1018.0,25.0
229,214,2024-02-22 04:31:57,44.1,21.5,83.0,10.45,1018.0,25.0
230,215,2024-02-22 04:42:53,44.1,21.5,83.0,10.38,1018.0,25.0
231,216,2024-02-22 04:48:00,44.1,21.5,84.0,10.26,1018.0,24.0
232,217,2024-02-22 05:04:16,44.1,21.5,84.0,10.33,1018.0,24.0
233,218,2024-02-22 05:09:22,44.1,21.5,84.0,10.1,1018.0,24.0
234,219,2024-02-22 05:14:47,44.1,21.5,84.0,10.1,1018.0,24.0
235,219,2024-02-22 05:14:47,44.1,21.5,84.0,10.1,1018.0,23.0
236,220,2024-02-22 05:20:12,44.1,21.5,83.0,10.17,1018.0,23.0
237,221,2024-02-22 05:30:53,44.2,21.5,83.0,10.03,1018.0,23.0
238,222,2024-02-22 05:36:00,44.1,21.5,83.0,9.94,1018.0,23.0
239,223,2024-02-22 05:46:43,44.2,21.5,83.0,9.67,1018.0,23.0
240,224,2024-02-22 05:51:52,44.2,21.4,83.0,9.67,1018.0,23.0
241,225,2024-02-22 06:02:48,44.2,21.4,83.0,9.35,1018.0,23.0
242,226,2024-02-22 06:13:42,44.2,21.4,83.0,9.35,1018.0,23.0
243,227,2024-02-22 06:18:48,44.2,21.4,84.0,9.17,1018.0,23.0
244,227,2024-02-22 06:18:48,44.2,21.4,84.0,9.17,1018.0,22.0
245,228,2024-02-22 06:24:03,44.2,21.4,84.0,8.98,1018.0,22.0
246,229,2024-02-22 06:29:10,44.2,21.4,85.0,8.93,1018.0,22.0
247,230,2024-02-22 06:34:16,44.2,21.4,85.0,8.93,1018.0,22.0
248,231,2024-02-22 06:39:22,44.2,21.4,85.0,8.93,1018.0,22.0
249,232,2024-02-22 06:50:08,44.2,21.4,85.0,8.93,1018.0,22.0
250,233,2024-02-22 06:55:15,44.2,21.4,85.0,8.93,1018.0,22.0
251,234,2024-02-22 07:00:21,44.3,21.4,85.0,8.77,1018.0,22.0
252,235,2024-02-22 07:05:27,44.3,21.4,85.0,8.77,1018.0,22.0
253,236,2024-02-22 07:10:33,44.4,21.4,85.0,8.77,1017.0,22.0
254,237,2024-02-22 07:15:40,44.3,21.3,85.0,8.77,1017.0,22.0
255,238,2024-02-22 07:20:46,44.4,21.3,84.0,9.0,1018.0,22.0
256,239,2024-02-22 07:25:53,44.4,21.3,84.0,9.0,1018.0,22.0
257,240,2024-02-22 07:31:00,44.4,21.3,83.0,9.05,1018.0,22.0
258,241,2024-02-22 07:36:07,44.4,21.3,83.0,9.05,1018.0,22.0
259,242,2024-02-22 07:41:13,44.4,21.3,83.0,8.85,1017.0,22.0
260,243,2024-02-22 07:46:19,44.4,21.3,84.0,8.65,1017.0,22.0
261,244,2024-02-22 07:51:26,44.4,21.3,84.0,8.65,1017.0,22.0
262,245,2024-02-22 07:56:32,44.4,21.3,84.0,8.73,1017.0,22.0
263,246,2024-02-22 08:01:38,44.4,21.2,84.0,8.73,1017.0,22.0
264,247,2024-02-22 08:06:45,44.5,21.2,84.0,8.66,1017.0,22.0
265,248,2024-02-22 08:11:51,44.4,21.2,84.0,8.27,1017.0,22.0
266,249,2024-02-22 08:16:58,44.4,21.2,84.0,8.27,1017.0,22.0
267,250,2024-02-22 08:22:04,44.5,21.2,85.0,8.27,1017.0,23.0
268,251,2024-02-22 08:27:11,44.4,21.2,84.0,8.15,1017.0,23.0
269,252,2024-02-22 08:32:18,44.4,21.2,84.0,8.17,1017.0,23.0
270,253,2024-02-22 08:37:25,44.4,21.2,84.0,8.24,1017.0,25.0
271,253,2024-02-22 08:37:25,44.4,21.2,84.0,8.24,1017.0,26.0
272,254,2024-02-22 08:42:31,44.4,21.2,83.0,8.36,1017.0,27.0
273,255,2024-02-22 08:47:37,44.4,21.2,83.0,8.36,1017.0,28.0
274,256,2024-02-22 08:52:44,44.4,21.2,83.0,8.4,1017.0,29.0
275,257,2024-02-22 08:57:50,44.4,21.2,83.0,8.27,1017.0,30.0
276,258,2024-02-22 09:02:56,44.4,21.2,83.0,8.34,1017.0,30.5
277,259,2024-02-22 09:08:03,44.4,21.2,83.0,8.26,1017.0,31.0
278,260,2024-02-22 09:13:09,44.4,21.2,83.0,8.41,1017.0,32.0
279,261,2024-02-22 09:18:15,44.4,21.2,81.0,8.62,1017.0,32.0
280,262,2024-02-22 09:23:22,44.3,21.2,81.0,8.76,1017.0,32.0
281,263,2024-02-22 09:28:28,44.3,21.2,81.0,8.76,1017.0,32.0
282,264,2024-02-22 09:33:35,44.3,21.2,80.0,8.85,1017.0,32.0
283,265,2024-02-22 09:38:41,44.3,21.2,80.0,8.92,1017.0,32.0
284,266,2024-02-22 09:43:48,44.3,21.3,80.0,8.85,1017.0,32.0
285,267,2024-02-22 09:48:54,44.2,21.3,80.0,9.09,1017.0,32.0
286,268,2024-02-22 09:54:01,44.1,21.3,80.0,9.13,1017.0,32.0
287,269,2024-02-22 09:59:07,44.2,21.3,79.0,9.26,1017.0,32.0
288,270,2024-02-22 10:04:14,44.1,21.3,79.0,9.26,1017.0,32.0
289,271,2024-02-22 10:09:21,44.1,21.3,78.0,9.38,1016.0,32.0
290,272,2024-02-22 10:14:27,44.1,21.3,78.0,9.38,1016.0,32.0
291,273,2024-02-22 10:19:33,44.1,21.4,78.0,9.45,1016.0,32.0
292,274,2024-02-22 10:24:40,44.1,21.4,78.0,9.75,1017.0,32.0
293,275,2024-02-22 10:29:46,44.1,21.4,78.0,9.75,1017.0,32.0
294,276,2024-02-22 10:34:52,44.1,21.4,78.0,9.82,1016.0,32.0
295,277,2024-02-22 10:39:59,44.0,21.4,78.0,9.82,1016.0,32.0
296,278,2024-02-22 10:45:05,44.0,21.4,77.0,9.83,1016.0,32.0
297,279,2024-02-22 10:50:12,44.0,21.5,77.0,9.9,1016.0,32.0
298,280,2024-02-22 10:55:18,44.0,21.5,77.0,9.91,1016.0,31.0
299,281,2024-02-22 11:00:24,44.0,21.5,77.0,9.86,1016.0,30.0
300,282,2024-02-22 11:05:31,43.9,21.5,77.0,9.86,1016.0,30.0
301,283,2024-02-22 11:10:38,43.9,21.5,76.0,10.13,1016.0,30.0
302,284,2024-02-22 11:15:44,43.9,21.5,76.0,10.13,1016.0,30.0
303,285,2024-02-22 11:20:50,43.9,21.6,76.0,10.13,1016.0,29.0
304,286,2024-02-22 11:25:57,43.8,21.6,78.0,9.98,1016.0,28.0
305,287,2024-02-22 11:31:03,43.7,21.6,78.0,9.98,1016.0,28.0
306,288,2024-02-22 11:36:09,43.7,21.7,78.0,10.12,1016.0,28.0
307,289,2024-02-22 11:41:16,43.7,21.7,78.0,10.19,1016.0,27.0
308,289,2024-02-22 11:41:16,43.7,21.7,78.0,10.19,1016.0,28.0
309,290,2024-02-22 11:46:22,43.8,21.6,80.0,10.05,1016.0,27.0
310,291,2024-02-22 11:51:29,43.8,21.7,80.0,10.05,1016.0,27.0
311,292,2024-02-22 11:56:35,43.8,21.6,79.0,10.1,1016.0,26.0
312,293,2024-02-22 12:01:41,43.8,21.6,81.0,9.87,1016.0,26.0
313,294,2024-02-22 12:06:48,43.8,21.7,81.0,9.8,1016.0,26.0
314,295,2024-02-22 12:11:54,43.8,21.7,81.0,9.82,1016.0,26.0
315,296,2024-02-22 12:17:00,43.8,21.7,82.0,9.62,1016.0,26.0
316,297,2024-02-22 12:22:07,43.7,21.7,82.0,9.66,1016.0,26.0
317,298,2024-02-22 12:27:13,43.7,21.7,82.0,9.66,1016.0,25.0
318,299,2024-02-22 12:32:20,43.8,21.7,83.0,9.68,1016.0,24.5
319,300,2024-02-22 12:37:26,44.0,21.7,83.0,9.75,1016.0,24.5
320,301,2024-02-22 12:42:32,44.0,21.8,81.0,9.88,1016.0,24.5
321,302,2024-02-22 12:47:40,44.0,21.8,81.0,9.95,1016.0,24.5
322,303,2024-02-22 12:52:50,43.9,21.8,81.0,10.02,1016.0,24.0
323,304,2024-02-22 13:03:37,43.8,21.8,80.0,10.48,1016.0,24.0
324,305,2024-02-22 13:09:02,43.8,21.8,80.0,10.57,1016.0,24.0
325,306,2024-02-22 13:14:08,43.8,21.8,80.0,10.59,1016.0,24.0
326,307,2024-02-22 13:19:14,43.8,21.9,80.0,10.67,1016.0,24.0
327,308,2024-02-22 13:24:21,43.7,21.9,79.0,10.79,1015.0,23.0
328,309,2024-02-22 13:29:27,43.8,21.9,79.0,10.79,1015.0,24.0
329,310,2024-02-22 13:40:12,43.7,21.9,78.0,10.92,1015.0,23.0
330,311,2024-02-22 13:50:54,43.8,21.8,78.0,11.3,1014.0,23.0
331,312,2024-02-22 14:01:36,43.8,21.9,78.0,11.3,1014.0,23.0
332,313,2024-02-22 14:06:42,43.8,21.9,78.0,11.37,1014.0,23.0
333,314,2024-02-22 14:11:49,43.8,21.9,77.0,11.63,1014.0,22.0
